name,highway,shape_length
Bodyguard Lane,living_street,183.4878776004735
Navroji Gamadia Road,unclassified,179.383832129718
New Approach Road,living_street,292.252086150495
Brathod Lane,living_street,608.45919255304
Red Cross Street,unclassified,414.237053691271
Byramji Gamadia Marg,unclassified,399.474992083181
Balkrishna Baburao Nakashe Road,unclassified,340.361917709023
Meghraj Sethi Marg (Souter Street),unclassified,694.4767198129259
Drainage Channel Marg,tertiary,496.628305610177
Sant Gadge Maharaj Chowk,secondary,308.820059471821
Baburao Jagtap Marg,secondary,98.54205511501709
Bapurao Jagtap Road,secondary,1026.66490238037
Dr E Moses Marg,secondary,1277.26004545903
B Bakhle Path,unclassified,98.5402014224406
Bara Imam Road,unclassified,322.84918774407197
Mugbhat Lane,unclassified,133.346623235134
Bhaskar Ln,unclassified,70.8557941885754
Ardeshir Dady Street,unclassified,84.0551886481844
Dubash Lane,residential,33.52192237504
Sant Sena Maharaj Road,residential,291.306780598622
Khetwadi 1st Lane,unclassified,152.36740917229
Nawalkar Lane,unclassified,121.298520782784
Zaoba Wadi,unclassified,162.313591653064
Bhagatwadi,footway,93.408606714942
2nd Bhoiwada Lane,unclassified,198.991549407357
2nd Carpenter Street,unclassified,199.492262742743
Nanubhai Desai Road (Khetwadi Main Road),unclassified,345.799192504945
Khadilkar Marg (Kandewadi Lane),unclassified,299.986271852284
2nd Parsi Wada,unclassified,176.619303845555
Dubash 2nd Lane,residential,114.54700762574
Nanubhai Desai Road,unclassified,221.272489673041
1st Parsi Wada,unclassified,168.204787770608
Khatar Gali,unclassified,101.904713177801
1st Carpenter Street,unclassified,209.252428452259
Ghoghari Mohalla,unclassified,387.271131694678
Late Mahendra Kumar Tulasidas Shah Marg,unclassified,194.005134971571
2nd Panjrapole Lane,unclassified,191.715324056247
Tatya Gharpure Path,unclassified,101.327909727266
Kazi Street,unclassified,197.403055712358
Dr Deshmukh Lane,unclassified,208.620821450317
Vaidyatirth Appashastri Sathi Path,unclassified,158.176783036132
Sadashiva Cross Lane,unclassified,278.43185055327
Navakaal Path (Shenvi Wadi),unclassified,98.2914067810688
1st Cross Lane Ghoghari Mohalla,unclassified,124.678872557565
Islampura Street,unclassified,185.86298050928
Sindhi Lane,unclassified,191.815281198695
Sadashiv Marg,unclassified,82.76743245430995
New Kazi Street,unclassified,190.611127148842
Ardeshir Dadi Cross Lane,unclassified,167.501918849575
3rd Panjrapole Lane,unclassified,189.931066795391
P L Patil Marg,unclassified,177.006856770991
Dr Babasaheb jay kar marg,secondary,872.092748992497
Maulana Azad Road (Duncan Road),tertiary,1350.70770777576
Dr Dadasaheb Bhadkamkar Marg,secondary,530.47045412926
Tribhuvan Road,unclassified,260.973544829661
Tara Temple Lane,pedestrian,193.349094538121
Jamshetji Petit Path,unclassified,142.194596129802
11th Lane,unclassified,283.425231296279
9th Lane,unclassified,329.532737042591
Glider Path,unclassified,295.923686487973
Vasil Khan Marg (Tank Street),unclassified,562.458555690179
14th Lane,unclassified,406.992253167058
Duncan Road Cross Lane,unclassified,142.946750792753
Baburao More Road,unclassified,173.5538674712924
K Kadam Marg,unclassified,35.1002522756717
R S Nimkar Marg,secondary,877.447742331355
12th Lane,unclassified,332.653442962047
D Petit Marg,unclassified,95.3029175646749
5th Lane,unclassified,511.491883850872
2nd Lane,unclassified,393.289144347212
15th Lane,unclassified,141.094538069025
Varsova Street,unclassified,97.607996547277
13th Lane,unclassified,470.037207986084
Aishabhai Chamber Compound,service,189.943630827648
M T Ansari Road (Arab Lane),unclassified,278.545324554807
2nd Cooper Street,unclassified,147.421943442849
Pavwala Path,unclassified,187.896320106069
Padamji Marg,unclassified,171.040808696531
C Buddha Vihar Marg (Stable Street),unclassified,506.057592584449
Kambatta Lane,unclassified,156.344755746273
Awabai Petit Lane,unclassified,93.1335199495942
Khetwadi 14th Lane,unclassified,122.722131789395
Trimbak Parshuram Street,unclassified,439.804832134056
Mahela Patel Agyari Path,unclassified,300.130046080583
Durgadevi Road,unclassified,429.762851194901
Dr Eruchshaw Hakim Lane,unclassified,99.9732589234131
Balram Marg,secondary,330.139946823241
3rd Kumbhawada Lane,unclassified,178.280466257817
10th-12th Cross Lane,unclassified,164.118245718318
Mansuri Suleman Bavan Patel Marg,unclassified,142.72049369481
Khetwadi 10th Lane,unclassified,401.689800597013
Chinma Butcher Street,residential,235.589569473351
2nd Kumbharwada Lane,unclassified,97.9421146283378
Mutton Street,residential,234.66001217924048
10th Lane,unclassified,404.480300852403
Parsuram Pupala Road (Bapty Road),residential,939.975592217674
Undria Street,residential,283.916249801217
Bapty Cross Lane,footway,52.8985201008768
Gujar Street,residential,190.8977789077235
Dharamshy Cross Lane,unclassified,79.4675983500266
Khetwadi 12th Lane,unclassified,337.459191579535
Sayed Abul Hashim Street,unclassified,62.4329677829856
Dr Parekh Road,unclassified,216.944508797155
Patthe Bapurao Marg,tertiary,323.765346292288
A B Kolhatkar Marg,unclassified,492.195218350534
Khetwadi 8th Lane,unclassified,179.961897969939
Khetwadi 11th Lane,unclassified,140.066867936734
Khetwadi 9th Lane,unclassified,170.835057624988
2nd Bhandari Cross Lane,unclassified,49.1964306768638
Maruti Mandir Road,unclassified,253.848833805685
Husainiyah Marg (Pakodia Street),residential,323.903688926801
Khetwadi 7th Lane,unclassified,181.267827744871
Khetwadi 13th Lane,unclassified,126.696877020877
7th Lane,unclassified,323.928577086809
Mastan Tank Lane,unclassified,75.8296259687205
8th Lane,unclassified,329.031072461316
Fakir Mohammed Alias Fakuchacha Marg (Khandia Street),unclassified,425.67772904958
Mastan Tank Cross Lane,unclassified,166.757440806731
Manaji Rajuji Road,unclassified,503.038561736223
Khetwadi 2nd Lane,unclassified,193.674210704243
Khetwadi 4th Lane,unclassified,185.756343451342
Dr M G Mahimtura Marg (Northbrook Street),unclassified,75.7738537840446
Raudat Tahera Steet,residential,471.558702835772
Sayed Lane (Khara Tank Street),residential,322.30613284094
Dr Bhajekar Lane,unclassified,153.279438132851
Saifee Jubilee Street,residential,275.86352740267745
Raja Ram Mohan Roy Road (Charni Road),tertiary,361.342712087855
Khetwadi 3rd Lane,unclassified,190.322331114116
4th Kumbharwada Lane,unclassified,181.055673018077
B Virani Marg (Hazaria Street),residential,379.146247571269
Huzaria Street Cross Lane,unclassified,77.7221600324444
Shaik Burhan Kamruddin Street,unclassified,273.094144176555
6th Lane,unclassified,173.29839255413
Dimtimakar Road,tertiary,620.543906025165
Mirza Ghalib Marg,tertiary,719.922333151949
Patthe Bapurao Marg (Falkland Road),secondary,412.786759289298
Maulana Shaukat Ali Marg,secondary,208.512880978895
Dr Anand Rao Nair Marg,secondary,1718.828717047615
J Boman Behram Marg,primary,350.962926447806
B G Kher Marg (Ridge Road),tertiary,201.106810921832
Babulnath Marg,primary,536.472981887205
Wadia Path,unclassified,279.643345215618
Gamadia Colony Road,unclassified,85.3692789048863
Gamadia Colony Lane,residential,57.8640265750624
Forjet Hill Road,unclassified,55.58552958381695
Pandit Madan Mohan Malviya Marg,primary,587.877332078707
Anstey Road,unclassified,177.988925461814
Phulajibuva Nagre Path,unclassified,207.417117248258
Sir Jamsetjee Road,unclassified,422.9460979516901
Lady Pochkhanwala Road,unclassified,37.2181438940695
Sophia College service road,residential,112.862306915051
Proctor Road,pedestrian,44.8726489552028
Krishna Sangh Marg,unclassified,184.120261805817
Papanas Wadi,residential,216.484843935778
D Mangeshkar Marg,unclassified,260.558062472065
Shamrao Vithal Road,unclassified,182.524542683129
Gamdavi Lane,residential,423.836171246829
Nasarwanji Petit Marg,unclassified,205.954507052172
Tejpal Marg,unclassified,488.547881423183
Solanki Path,unclassified,164.047994202487
Chunam Lane,pedestrian,126.312130657982
Topiwala Lane,pedestrian,144.768560269893
Tukaram Javji Marg,residential,422.157195241394
SK Baroda Wala Marg (Altamount Road);Salebhai Karimji Barodawala Marg (Altamount Road),unclassified,80.4458331308124
Kashibai Navrange Marg (Alexandra Road),unclassified,444.952300221675
Vivek Singh Lane,unclassified,353.726030373831
Laburnum Marg,unclassified,437.075089556343
Nasarwanji Petit Marg 07,footway,70.7649266121524
Goregaonkar Marg,unclassified,232.835466659252
B G Kher Marg (Gibbs Road),tertiary,819.086572018184
Harishchandr Goregaonkar Road,residential,394.260134333998
Vasantrao Naik Marg (Forjet Street),tertiary,49.0037480037874
Vital Bhai Patel Marg,unclassified,329.0973825557545
NS Patkar Marg,secondary,271.826068570205
Javji Dadaji Marg,secondary,562.9738378855645
N Spatkar Marg,primary,473.4719871919855
Dr Gopalrao Deshmukh Marg,primary,1389.19599925698
Kulpati KM Munshi Marg,residential,425.866797911292
2nd Babulnath Cross Lane 2,residential,192.026913872753
1st Babulnath Cross Lane 1,residential,207.796428909041
D Joshi Marg,unclassified,105.1336462169715
Dadi Seth 1st Lane,unclassified,201.81771272066072
Kalamaharshi SM Haldankar Low Level (North),unclassified,90.3904518151325
B N Cross Lane 3,unclassified,185.83190651354
Dadi Seth 2nd Lane,residential,315.410706726173
French Bridge,unclassified,146.004812064633
Dr Atmaram Ramchandra Rangenekar Marg,unclassified,164.696994235064
P Ramabai Marg,secondary,28.3876649874443
Mama Paramanand Marg,secondary,593.426283198876
Warerkar Bridge,secondary,46.0687200351841
Dr N A Purandare Marg (Chowpatty Sea Face),primary,143.59279297057796
Walkeshwar Road,secondary,46.83638021112655
Raj Bhavan Road,unclassified,496.862351245881
K S Tayyabji Road No 1,unclassified,162.986026988403
K S Tayyabji Road No 2,unclassified,174.408407623101
Ruparel Cross Lane,unclassified,116.967835897321
K S Tayyabji Road No 3,unclassified,173.652086969967
L D Ruparel Cross Marg,unclassified,178.299854234796
R Thakkar Marg,unclassified,153.871772788092
Alexander Graham Bell Marg (Powai Road),unclassified,317.79330893486
Road No 17,tertiary,206.118586988902
Bhagwanal Indrajit Road,unclassified,468.3113454895644
Jaganath Shankar Hetil Road,unclassified,20.4678805728234
Jamnadas Mehta Marg,tertiary,51.3201672542209
Narayan Dabholkar Marg,unclassified,147.511174477585
Bhausaheb Hire Road (Mount Pleasant Road),unclassified,659.20715932007
L D Ruparel Marg,unclassified,448.6867043519629
Rungta Lane,unclassified,264.180661693623
Chiranjilal Loyalka Marg,footway,27.12510115420745
N Dabholkar Marg (Harkness Road),tertiary,15.32203093027545
Manav Mandir Marg,secondary,204.10070981709248
Bhula Bhai Desai Marg,primary,1098.66867003591
August Kranti Marg,secondary,146.096455976968
Walkeswar Road,unclassified,587.645477276674
L Jagmohandas Marg (Napean Sea Road),secondary,373.45609945080747
Road No 18,tertiary,301.239072632893
Road No 11,residential,408.4369679337695
D K Sandu Marg,unclassified,292.5653408300475
Road No 12 sundar villa,residential,397.464050342609
Aloysius Soares Marg,tertiary,310.900210184028
Ramakrishna Chemburkar Marg,secondary,1287.177500644835
Road No 10,unclassified,298.603177891692
S G Barve Marg (C S T Road),secondary,549.0139031312813
Nathani Road,tertiary,844.8074228264435
New Hall Road,unclassified,568.159544507382
Air India Road,tertiary,447.179396134178
Shastri Nagar Road,living_street,402.7393342358855
Old CST Road,living_street,409.435809937383
Church Road,unclassified,146.574589139965
V K Krishna Marg,secondary,1704.07751279448
S G Barve Marg,pedestrian,307.160286959217
Jawaharlal Nehru Road,tertiary,1334.57346951511
Kalina Kurla Road,tertiary,328.172477640954
Vidya Nagari Marg,tertiary,454.050255320099
Swadeshi Mills Road,tertiary,641.424365175523
Gulmohar Road,primary,987.978503986179
Chandiwali Road,secondary,318.352297897017
Forest Street,unclassified,523.117518683654
Sag Baug Road,unclassified,90.5429163384449
Ridge Street,tertiary,216.161332046349
Raheja Vihar Circular Road,unclassified,1007.9375876212721
D P Road No 9,tertiary,785.102585929399
Baji Pasalkar Marg (Saki Vihar Road),primary,1520.8637562153299
Sant Narsee Mehta Marg,tertiary,690.239627602391
Sher-e-Punjab road,tertiary,471.756051583541
Maroshi Village Road,tertiary,580.9220911782725
Charat Singh Road,unclassified,185.661761441805
Veer Jeejamata Bhosle Marg,tertiary,45.6249561261993
Chakala Road,tertiary,532.575356094981
I A Project Road,secondary,1172.77345617279
Lajpatrai Road,unclassified,308.797974280748
Saint Mary Path,unclassified,272.306243853052
Sarojani Path,unclassified,292.956392187548
B Singh Path,unclassified,442.684488300819
Ansari Road,unclassified,241.23084270970617
Bapubhai Vasthi Road,unclassified,424.631079929492
Old Police Lane,unclassified,126.487250161482
Bajaj road,unclassified,329.24865244271
B Singh Road,unclassified,220.076431134504
Cama Road,unclassified,495.224480159337
BPD Marg,unclassified,84.4651766551347
V B Road,unclassified,284.023735175856
Besant Road,unclassified,173.556245861145
J V Kendra Road,unclassified,403.621396355589
Jiva Mahale Marg,tertiary,591.226660557166
M C Chagla Road,residential,464.528655006453
New Nagardas Road,tertiary,428.606412994617
Parsi Panchayat Road,secondary,668.656962153286
Teli Gali,tertiary,501.003246470867
D N Path,secondary,423.362946679494
Swami Vivekanand Road,secondary,699.938691355985
SV Road,secondary,699.938691355985
Idgah Lane,tertiary,761.91282169422
New Link Road,primary,909.300408958754
Kamalakarpant L Walawalkar Mg,primary,1390.76756438661
Jai Prakash Road,secondary,3207.57937380062
Panch Marg,tertiary,348.157917775468
Dr Ashok Chopra Margh,tertiary,434.668784170602
A Patwardhan Marg,secondary,1312.20569810552
Balasaheb Sawant Road,secondary,2026.665515046675
Jai Prakash Road (Versova Road),secondary,1092.699320003414
Cosmopolitan Education Society Marg,primary,1561.32561575048
Western Express Highway,trunk,341.717343461238
N Dharmadhikari Marg,unclassified,466.403056116932
Service Road,service,656.9546547022189
Road No 7,footway,268.793243342573
Sharada Devi Road,unclassified,485.342549625967
Ramakrishna Paramahansa Marg,unclassified,831.146198950193
Sant Dnyaneshwar Marg,secondary,79.47369597545955
Ambedkar chowk,unclassified,298.762547535556
S D Mandir Marg,unclassified,176.23988411658502
Prof. J. L. Shirsekar Road,unclassified,445.434758221028
Ramrao Nayak Marg,unclassified,330.311550660008
Adarsh Lane,unclassified,468.191884122378
10th Road,unclassified,507.316462924328
Pipeline Road,tertiary,699.810230468252
26th Road (Sumatilal Manilal Shah Marg),residential,191.686622291843
8th Road,residential,326.2515643563155
Polytechinc Road,unclassified,228.197497238523
Jay Prakash Road,unclassified,780.2389071549485
Chitrakar Durandhar Road (1st Road),secondary,922.574124551801
Chitrakar Durandhar Road (2nd Road),secondary,206.3966841054505
Kherwadi Road,residential,752.41432296948
L K Mehta Marg,secondary,246.979147848225
K C Marg,secondary,1484.36023228394
Saraswati Road,unclassified,219.289404124235
Chapel Lane,unclassified,189.6734937687312
Road No 6,unclassified,293.79087261449297
Kanu Desai Road,unclassified,142.789334277493
Nivas Road,unclassified,67.18268097917625
Tilak Lane,unclassified,245.725456486048
North Avenue,residential,421.232848537002
Jain Derasar Marg,residential,383.404752321522
Tagore Road,unclassified,95.2497866204657
Saibaba Road,unclassified,113.9977019149405
Podar Road,unclassified,149.657629804335
Guru Narayan Marg,tertiary,573.637221474442
BC Chatterjee Marg,residential,426.780312627146
6th Road,residential,189.206663484894
V M Bhargav Road,unclassified,217.41663054728951
Convent Avenue,residential,234.53988439083201
Road No 1,unclassified,276.25025400759
9th Road,unclassified,264.826861395757
B C Chatterjee Marg (Main Avenue),unclassified,675.288501387795
Hasanabad Road No 2,unclassified,1188.59680070358
S Chatterji Marg (East Avenue),unclassified,405.751708425791
West Avenue,unclassified,410.45106743874
11th Road,residential,439.161204322978
Saint Francis Road,unclassified,294.370401981674
14th B Road,unclassified,175.529629909919
12th Road,unclassified,978.957651389734
Vallabhbhai Road,unclassified,256.7750286903385
N Patkar Marg,residential,553.211842179474
Dayaldas Road,tertiary,443.567339019144
Pherozeshah Mehta Road,unclassified,749.322401058423
Misquito Road,unclassified,233.308750038763
Dattatray Road,unclassified,427.958380107744
1st Road,unclassified,415.422586163717
Dadabhai Cross Road No 3,residential,108.780990170219
2nd Road,unclassified,407.556319484395
Nariman Road,residential,459.640713568843
Pheroze Shah Mehta Road,residential,616.535208190155
N P Thakkar Road,residential,420.867144278932
Dadabhai Cross Road No 2,residential,233.573720204158
Dadabhai Cross Road No 1,residential,149.033110379619
Air Port Road,service,257.666676943884
P V Avsare Marg,secondary,747.8213368277045
Church Avenue,tertiary,96.03094959783266
Baptista Road,tertiary,259.8572360073035
Sant Chokha Mela Path,unclassified,710.901556615715
Arrivals pickup,service,360.970403029333
Ramakrishna Mission Road,tertiary,739.871785266088
Service Road; P V Avsare Marg,tertiary,67.1498689347249
Vithalbhai Patel Road,primary,203.10046104493
Relief Road,tertiary,485.314145953868
Juhu Road,secondary,1355.66243974712
18th Road,unclassified,515.467879200609
Ahinsa Marg,unclassified,377.803519974558
19th Road,residential,521.553873639687
Chuim Village Road,living_street,353.3015248325995
16th Road,unclassified,732.579149597631
15th Road,unclassified,2311.68466421155
M Dandekar Marg,residential,702.055232457513
K K Ganguli Marg,unclassified,79.4507169830715
21st Road,living_street,421.50770494993105
20th Road,residential,443.380868681062
Sarojini Road,residential,207.07855117699
Talmaki Road,unclassified,581.347950591526
S B Patil Road,tertiary,758.932014729809
Sangeet Samrat Naushad Ali Road (Carter Road),secondary,1340.79955335989
Road Nr 3,residential,253.998133625007
13th Road,residential,459.9819064717855
Shivaji Nagar Road,tertiary,104.314556757405
Rokadia Lane,tertiary,414.55681487565
Kanheri Caves Road,unclassified,187.6012685476099
90 Feet road,unclassified,1065.62879618494
Lion Crocodile Park Road,unclassified,1010.4845742049146
Jain Main Road,unclassified,259.056830660813
Asha Nagar Road,secondary,1001.90385447577
Lion Safari Road,unclassified,2792.61943671077
D N Dube Road,unclassified,426.584019949183
Mafco Road,unclassified,1062.44699630697
Shiv Vallabh Marg,tertiary,291.5683140572525
Vrindavan Road,tertiary,380.216843389632
Samata Nagar Road,tertiary,405.87012652990853
Jai Maharashtra Road,tertiary,773.169159286879
Mahatma Gandhi Marg,secondary,677.847079225464
Lokmanya Tilak Road,secondary,321.002029537805
Ram Singh Road,residential,1171.82430758132
Jayavant Sawant Road,secondary,441.676297093134
S B Patel Road,unclassified,681.991344274517
Subhash Lane,residential,197.366013559762
Varsa Pada Road,unclassified,262.993777441959
Sai Baba Mandir Road,unclassified,645.338388990178
B Padia Road,residential,224.157678960091
Mahatma Gandhi Cross Road No 1,unclassified,184.807874958036
L Narayan Lane,unclassified,242.891519576559
Kaviyatri Meena Suthar Marg,unclassified,245.312443103122
Mantanpada Road,tertiary,1271.9448142207
Haridas Nagar Road,tertiary,926.237817223963
Govind Nagar Main Road,unclassified,153.213243267637
Yogi Nagar Marg,unclassified,658.887864880176
A S Vartak Marg,unclassified,683.757412654304
Ram Mandir Road,unclassified,250.1863416203505
G Thackersey Lane (Factory Lane),residential,151.576916847993
Umeda Ashram Road,unclassified,321.630128149684
Sodawala Lane,tertiary,146.13218453256098
Gymkhana Road,tertiary_link,269.443626878973
Chandavarkar Road,secondary,961.0934774991445
D N Mhatre Road,unclassified,401.725486557202
I C Colony Cross Road No 4,unclassified,222.67890640242
N R Karode Road,unclassified,94.1174154318439
I C Colony Cross Road No 2,unclassified,486.256571146674
Jayraj Nagar,residential,735.509012187985
Court Lane,unclassified,337.785331864714
M Nagar Marg,unclassified,288.634591383188
Punjabi Lane,unclassified,277.76164593259
I C Colony Cross Road No 5,unclassified,213.587598281321
I C Colony Cross Road No 1,unclassified,863.095463970897
Jambhali Gullly,unclassified,374.17288751563
Thakur Pakhadi Marg,tertiary,387.519193141964
Koliwada Marg 1,tertiary,329.452465783896
Eksar Road,tertiary,298.82983780131246
I C Colony Road,tertiary,560.942196176698
Holy Cross Road,tertiary,679.552343646919
Kastur Park Road,unclassified,126.473792366065
Babhai Gaothan Marg 2,tertiary,163.07693713681957
Laxman Mhatre Marg,secondary,745.321123446926
Link Road,primary,77.492736737698
Mandapeshwar Road,secondary,699.401072022409
Vallabhabhai Patel Road,secondary,334.411613639156
Gorai Jetty Road,tertiary,4396.18745988334
Gorai Borivali Road,secondary,1461.87578178849
Charkop Road,secondary,1071.53086301331
Aram Nagar 2 Internal Road,track,389.070021227833
Jai Chand Lal Karwa Marg,unclassified,986.624839471777
Goregaon Mulund Link Road,secondary,445.877043884082
Gai Wadi Road,unclassified,216.387633636243
Goregaon Mulund Link Rd,secondary,210.278638369483
Chinchowali Bandar Link Road,primary,1513.3780023995
Chinchowali Bandar Road,unclassified,434.88860277197796
Adarsha Dairy Road,unclassified,467.786031574515
Chakravarty Ashok Road,unclassified,363.089267486906
Khandwala Road,residential,281.322713198109
Daftary Road,tertiary,171.40733558672994
Datta Mandir Road,secondary,464.887197534924
Shreeram Gali,residential,678.0444494760155
Dana Pani Road,unclassified,232.298239400608
Madh Marve Road,tertiary,1810.1714713004849
Manori Gorai Road,secondary,3910.46254085762
Madh Jetty Road,tertiary,756.566897299208
Desai Road,unclassified,126.160993729772
Madona Colony Road,unclassified,817.564662055509
R T Road,unclassified,375.95586392909
Bharucha Road,residential,278.465632188828
Maratha Colony Road,unclassified,370.487701210354
C S Link Road,primary,656.966527951691
CSC Road No 5,residential,251.974251613768
N L Complex Road,tertiary,396.27288961702254
Anand Nagar Road,unclassified,390.611815539315
R Thakur Marg,tertiary,646.539622773577
Hari Shankar Joshi Road,tertiary,610.928643241998
V Mandir Chowk Road,unclassified,266.882144874639
Kasturba Gandhi Road,secondary,1115.04754032091
Sorab Phiroze Jehangir Road,residential,278.289119398918
Boisar Drain,unclassified,374.403215160115
Bhikaji Damaji Patil Marg,tertiary,830.2116283584205
juhu beach,bus_stop,285.283954709743
Madhavdas Amarshi Marg,unclassified,745.514541539333
Ceasar Road,secondary,106.202592336505
Bandra Kurla Complex Road,primary,174.2360754075315
Aram Nagar 2 Internal,track,87.1181860519465
Pereira Road,tertiary,164.2358121904785
Byramji Jeejeebhoy Road,tertiary,502.212974781454
Kane Road,residential,322.192787604206
St Roques Road,residential,308.517471610893
Mount Carmel Road,secondary,435.387539565049
St Sebastian Road,secondary,327.328697749799
M Kahn Chowk,secondary,179.829348402261
Veronica Road,residential,233.55419141134
Mount Mary Road,unclassified,897.118004454592
Kadeshwari Mandir Marg,residential,185.817638348441
Hill Road,secondary,280.264562257455
Chapel Road,secondary,179.719034717642
St John Baptist Road,unclassified,440.522638968992
Rebello Road,residential,533.620882011495
St Peter Road,unclassified,187.023462406381
Varoda Cross Road,unclassified,306.9081269580055
Bandra Station Road,secondary,274.749309400381
KC Marg,secondary,119.606756024176
Veronica Street,residential,120.5076292758865
General Arun Kumar Vaidya Marg,residential,329.5044582438585
Smt. Shobha Bhaskar Joshi Marg,residential,122.387899254084
St. Paul Road,residential,636.390834235716
Chimbai Rd,residential,255.348033907994
Perry Cross Road,residential,233.696046857206
Chimbai Road,residential,567.687528802563
Naushad Ali Road,residential,112.762294862412
St. Dominic Road,residential,545.236259280747
Manuel Gonsalves Road,secondary,286.822955527859
Almeida Park Road,unclassified,216.838279559199
St. Joseph's Road,residential,183.566686820293
St. Andrew Road,residential,626.099342118272
Bullock Road,residential,327.280044951448
St Sebastian Cross Road,unclassified,126.864360779523
N Dayabhai Road,unclassified,630.115884599485
Jarimari Road,unclassified,204.950892701833
St. Martin's Road,unclassified,213.56570477894013
Pali Mala Road,residential,121.731905212216
23rd Road (St. Theresa's Road),residential,133.26549687074544
Padmashree Mohammed Rafi Marg (16th Road),residential,112.94980919574
St. Andrew Road Extension,residential,95.3402854243038
Saint John's Street,residential,271.998320190806
St. Cyril Road,residential,269.3710829862165
3rd Road,unclassified,313.850557630828
Dr. Raghunath Road,unclassified,171.727030626157
SG Joshi Marg,unclassified,251.667696065894
31st Road,unclassified,121.217377372996
28th Road,residential,165.63184700869851
30th Road,tertiary,182.409713521086
29th Road,residential,298.99933314738496
Boran Road,unclassified,110.59949716118129
Ice Factory Lane,residential,84.1448616831025
14th Road,unclassified,532.317846622904
Union Park,tertiary,639.268357150874
Nargis Dutt Road,residential,421.202813852554
Vinayak Cross Road,residential,180.572174864384
Sherly Rajan Rd,residential,634.647456053985
St. Francis Road,unclassified,178.507445533008
Kantilal Sharma St,residential,568.469734650246
Dr Cawasji Hormusji Street,unclassified,366.974639258048
33rd Road,unclassified,395.83994328108304
3rd Cross Road,unclassified,194.61318985427
Seth Motilal G Sanghi Road,unclassified,418.742660358437
Dr Gopalrao Deshmukh Marg (Pedder Road),primary,120.311634836927
August Kranti Marg;August Kranti Marg (Gowalia Tank Road),secondary,32.5308105124696
Bal Moral,unclassified,275.827725393521
Dr Homi Bhaba Road,unclassified,731.86456636612
Robert Road,residential,803.605012777895
Magdala Road,residential,261.756142784588
Napier Road,residential,255.488884130144
Mosque Lane,residential,944.328059025273
Darabsha Lane,unclassified,175.846004333724
Setalwad Marg,unclassified,152.955375029327
Godrej Baug Road,unclassified,535.708582953661
Nanabhai Moos Marg (Upper Colaba Road),secondary,868.935533463217
Pilot Bandar Road,residential,425.453923005483
Daisy Lea lane,residential,252.400722324019
L Jagmohandas Marg,secondary,1517.37035818484
Bhula Bhai Desai Marg (Warden Road),secondary,54.65134233251655
Patil Marg,unclassified,93.5148299674842
A P Katre Road,residential,396.419800640167
Krantiveer Vasantrao N Naik Cross Lane,unclassified,201.779600048913
Drain,unclassified,3813.37573584354
Banganga Road,footway,167.8165371723727
Banganga Cross Lane,unclassified,300.488431635312
Banganga 2nd Cross Lane,steps,75.9825186585656
Swimming pool road,residential,1320.27487632181
Dongarsi Cross Lane,unclassified,266.35672912842614
BG Kher Marg,tertiary,67.3027712599943
Bhagoji Waghmare Marg,unclassified,883.885633787136
Banganga Lane,footway,105.8226977508217
Nehru Road,tertiary,555.3401426813009
Shraddhanand Road,tertiary,202.777400800516
4th Road,unclassified,353.065872913256
PD Hinduja Road (Khar Pali Road),tertiary,431.138930590159
Union Park Road,residential,291.152791165792
Dr KS Hedgewar Road (30th Road),tertiary,304.7351896961535
PG Kher Marg,residential,266.9449994527645
New Kantwadi Road,residential,226.126613677286
St Paul Road Extension,residential,168.727418844576
7th Road,residential,223.398254424356
Convent Road,residential,147.804827037884
St. Alexius Road,residential,252.391140489197
25th Road,residential,205.146804874172
St. Leo Road,residential,314.726651602027
D'Monte Road,residential,314.818080817738
St. Anthony Road,residential,170.303767878518
RK Patkar Marg (Waterfield Road),unclassified,54.25633212335842
J Marg,unclassified,104.1258675756359
Raghavji Street,unclassified,247.016593176594
A R Rangnekar Marg,unclassified,123.47470088651644
Wadi Lane,service,175.773444281925
Samantbhai K Rathod Road,footway,178.133254161832
Rajiv Gandhi Sea Link,motorway,130.74715236480455
HK Bhaba Road,tertiary,578.607297192848
Bakery Lane,secondary,54.4661444344632
TL Wasvani Road,residential,137.419422614347
Milan Subway,tertiary,54.6509397021937
M D Abasaheb Shinde Marg,unclassified,356.227636427563
SV Patel Road,residential,618.413819310064
Dr. BR Ambedkar Road,secondary,429.199387299648
Bonsai Garden,footway,25.2213516088396
Bhaskar Bau Lane,footway,21.98812126440355
Harishankar Moreshwar Mhatre Lane,footway,118.430377663196
Bhendi Lane,footway,62.6945748133197
Vachha Ghandi Marg,unclassified,14.9085676413309
Dixit Road,residential,473.454274067517
A sawant Marg,unclassified,224.99381457321
V Makarand Ghnekar Marg,tertiary,633.322501011556
16/34,unclassified,831.390662081076
R.S. Sapre Marg (Picket Road),residential,215.062698741901
Bomanji Master Ln,unclassified,151.64072771142
Barrack Road,unclassified,141.998412997512
Cinema Road; Barrack Road,unclassified,226.013785111007
Sai Baba Road,living_street,85.5795820163491
Fazal Road,residential,161.181785921002
Khatau Road,residential,150.41817088911
Oliver Street,residential,125.964343073251
JA Allana Marg,residential,154.551793222471
Karmaveer Bhaurao Patil Marg (Mayo Road),secondary,116.803656534126
Chhatrapati Shivaji Maharaj Marg,tertiary,281.535253618671
Dr N A Purandare Marg,primary,427.90785701374347
Lala Lajpatrai Marg,trunk,1381.62905332384
